DATASET;Restaurant1;Restaurant2;Restaurant3;Restaurant4;Restaurant5;Restaurant6;Restaurant7;Restaurant8;Restaurant9;Restaurant10;Restaurant11;Restaurant12;Restaurant13;Restaurant14;Restaurant15;Restaurant16;Restaurant17;Restaurant18;Restaurant19;Restaurant20;Restaurant21;Restaurant22;Restaurant23;Restaurant24;Restaurant25;Restaurant26;Restaurant27;Restaurant28;Restaurant29;Restaurant30;Restaurant31;Restaurant32;Restaurant33;Restaurant34;Restaurant35;Restaurant36;Restaurant37;Restaurant38;Restaurant39;Restaurant40;Restaurant41;Restaurant42;Restaurant43;Restaurant44;Restaurant45;Restaurant46;Restaurant47;Restaurant48;Restaurant49;Restaurant50;Restaurant51;Restaurant52;Restaurant53;Restaurant54;Restaurant55;Restaurant56;Restaurant57;Restaurant58;Restaurant59;Restaurant60;Restaurant61;Restaurant62;Restaurant63;Restaurant64;Restaurant65;Restaurant66;Restaurant67;Restaurant68;Restaurant69;Restaurant70;Restaurant71;Restaurant72;Restaurant73;Restaurant74;Restaurant75;Restaurant76;Restaurant77;Restaurant78;Restaurant79;Restaurant80;Restaurant81;Restaurant82;Restaurant83;Restaurant84;Restaurant85;Restaurant86;Restaurant87;Restaurant88;Restaurant89;Restaurant90;Restaurant91;Restaurant92;Restaurant93;Restaurant94;Restaurant95;Restaurant96;Restaurant97;Restaurant98;Restaurant99;Restaurant100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User31;1,94;0,87;1,41;2,96;4,85;3,01;3,83;-4,27;-0,19;2,52;-3,4;-0,49;4,22;8,5;4,56;-6,5;3,16;3,16;5,19;1,94;-0,29;6,5;3,54;3,98;2,57;4,37;8,4;-6,46;8,69;1,46;5,63;3,74;1,5;4,17;9,13;8,4;0,68;3,93;4,47;1,89;1,12;3,16;0,68;2,72;-7,38;-1,31;2,77;-0,34;-0,92;8,79;6,46;-0,63;3,54;8,79;3,64;-0,44;2,18;3,11;1,5;6,75;9,08;0,34;-1,99;1,5;7,33;2,82;4,08;4,03;0,73;1,65;-0,34;2,91;-6,07;-6,07;-5,97;7,28;-7,09;4,85;-7,18;-7,48;2,14;1,07;8,98;-5,97;-6,17;-4,51;-3,88;0,34;9,17;0,73;-0,83;-0,78;5,68;-1,7;-1,7;-1,7;-5,1;-5,05;1,65;-5,5
User32;99;5,68;5,68;99;3,45;99;4,81;-4,27;99;99;99;-0,29;0,73;5,19;-5,58;-1,31;-2,72;2,91;2,86;-1,07;-0,39;1,55;2,72;99;-4,13;-2,57;5,44;0,78;4,42;99;4,42;-0,68;99;5;4,76;5,49;99;-0,19;2,23;5,68;7,28;2,23;99;99;-2,04;99;2,82;-0,39;-3,2;6,21;99;2,28;3,35;0,78;-0,19;3,83;-4,85;1,75;99;3,01;-4,22;-1,55;99;1,75;3,54;4,32;99;0,58;1,36;99;99;4,56;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;6,75;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User33;1,02;3,2;3,2;2,86;2,38;1,21;0,97;3,2;-1,41;1,21;3,2;1,12;0,58;5,44;0,53;4,22;-2,57;3,64;4,08;1,21;0,83;0,53;5,15;5,15;3,16;-4,37;5,73;-6,46;6,7;0,68;2,62;3,4;0,83;1,17;3,01;2,62;0,83;0,92;-6,8;0,53;3,54;1,12;2,96;-2,14;2,77;5,39;3,2;3,64;2,82;5,73;3,06;0,68;5,34;2,77;0,53;3,11;4,03;-8,83;-3,93;-1,36;3,4;5,97;-3,64;1,21;0,49;3,54;-1,89;0,92;1,31;2,96;2,77;2,77;2,82;2,52;2,52;6,5;2,52;2,52;2,52;2,52;1,02;-0,29;2,18;2,14;2,14;-0,53;2,72;2,23;2,14;1,07;1,07;-4,22;3,11;0,78;-9,47;-6,6;0,73;-4,51;-4,13;3,6
User34;99;99;99;99;-1,99;99;-0,19;-4,17;99;99;99;99;2,43;99;4,76;-5,05;0,53;-1,5;2,57;-6,94;1,12;-4,76;-3,45;99;99;99;4,27;-5,73;4,47;99;2,52;0,68;99;99;4,47;4,71;99;99;99;99;99;0,73;99;99;0,39;-4,13;99;3,25;2,57;1,55;99;99;3,93;-3,2;99;-6,07;99;99;99;99;0;2,18;99;99;4,32;-1,89;99;-1,8;-4,76;99;99;4,76;99;99;99;99;99;99;99;99;99;99;99;99;99;-5,87;99;99;99;-0,78;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User35;5,92;-1,65;5,92;5,87;3,06;3,35;2,72;0,1;5,92;2,96;6,31;6,99;0,44;6,12;0,49;-2,09;0,97;3,3;2,52;2,77;3,54;3,93;2,82;5,87;5,92;6,55;5,63;6,89;5,68;3,3;7,38;5,44;5,87;2,48;5,39;5,68;3,3;1,12;0,44;3,74;1,21;3,5;5,87;5,87;7,62;7,82;3,88;7,62;3,16;6,99;7,57;6,21;3,4;7,43;3,3;6,5;0,58;-0,87;1,07;0;3,88;5,58;1,12;0,49;7,91;3,4;5,87;7,09;5,49;3,35;0,39;6,12;0,39;0;-0,29;-1,02;-0,29;8,45;8,01;3,3;7,72;5,63;5,68;1,41;1,36;1,55;5,24;1,55;-0,39;-0,39;-0,53;0,1;0,1;0,39;0,39;0,39;-0,15;0,15;0,34;-0,15,,
User36;-9,66;-8,35;99;99;0,29;99;-9,22;-9,51;99;99;99;99;-0,29;99;2,57;-6,36;-2,96;2,52;-5,34;5,15;-4,95;99;99;99;-6,6;99;6,07;3,54;3,5;99;3,01;8,11;99;99;9,27;9,08;99;-0,73;99;99;99;99;99;7,14;99;-6,07;99;4,81;5,1;9,27;-6,41;99;5,05;6,84;99;6,36;1,31;99;99;99;-7,52;-0,97;5,92;99;8,98;8,64;99;5,53;-2,82;5,49;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,36;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User37;7,18;9,17;9,13;3,74;8,69;7,57;-6,12;6,12;5,15;1,65;2,52;8,74;8,64;4,03;-9,66;-1,5;3,74;0,78;8,83;7,09;2,52;2,57;8,79;5,78;1,46;6,41;7,86;8,64;9,03;8,11;7,43;8,83;3,2;7,38;5,58;1,21;6,94;5,63;8,5;6,41;0,97;4,95;8,93;2,33;6,07;7,04;4,47;4,47;4,37;4,47;8,88;9,08;5,83;-0,83;6,5;2,38;1,7;0,24;4,13;-2,72;3,79;4,51;5,73;5,1;8,59;4,9;7,96;9,08;7,96;3,64;99;99;99;99;-3,3;99;1,75;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User38;-3,69;-1,12;99;99;0,87;99;2,18;-2,91;99;-2,48;2,82;99;-1,7;3,11;1,12;0,73;1,94;5,24;-0,92;2,57;2,38;1,07;-1,17;99;99;99;6,26;4,71;5,15;99;-0,44;5,58;99;99;4,66;4,37;99;1,65;1,89;99;-3,25;2,28;99;99;2,23;2,96;2,77;4,71;1,94;4,61;99;3,06;5,15;2,52;-0,58;3,01;99;99;99;-1,8;1,12;4,03;99;99;99;5,44;99;2,09;4,37;1,94;99;99;99;99;99;99;99;99;99;99;99;99;99;0,73;99;-1,75;99;99;99;99;99;99;99;99;99;99;4,22;99;0,24;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User39;2,96;2,96;2,96;2,96;3,74;2,96;3,74;0,78;2,96;2,96;3,2;3,2;3,74;3,2;3,74;3,74;0,29;3,74;3,74;3,74;3,2;3,2;2,96;2,96;3,16;3,25;3,25;3,2;3,25;2,96;3,2;3,25;2,96;2,96;3,25;3,2;2,96;3,2;3,2;3,2;2,96;3,2;2,96;2,96;3,2;3,2;2,96;3,25;3,2;2,96;2,96;2,96;3,74;3,16;2,96;3,2;2,96;2,96;2,96;2,96;3,25;3,25;3,16;2,96;3,2;3,25;3,74;3,2;3,2;2,96;2,82;2,82;2,82;2,82;2,82;3,74;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;2,82;3,74;3,74;2,82;2,82;2,82;2,82;2,82;2,82;2,77;3,11
User40;99;99;99;99;-3,01;99;-3,35;-2,28;99;99;99;2,96;-9,66;0,19;-9,56;-2,52;-1,99;-9,61;1,26;4,37;3,74;99;-8,06;99;-3,45;1,02;7,57;-2,86;2,86;99;-1,94;-4,22;99;-0,92;1,7;4,22;99;1,75;-5,29;99;99;3,06;99;99;0,92;-7,62;-1,7;-9,27;2,96;-1,21;99;1,26;1,12;-1,55;99;-9,17;99;99;1,6;99;5,63;8,5;99;99;8,93;6,36;99;3,16;-8,88;3,11;3,59;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0,78;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User41;-4,95;-2,86;2,23;-6,65;5,44;0,97;-0,97;-5,97;-8,74;-3,45;2,52;-2,48;1,07;1,65;-1,89;-3,74;1,75;-2,28;2,72;3,11;3,01;-8,35;-5,1;-8,06;-2,23;5,19;7,57;-9,08;5,97;-6,94;8,06;8,45;-6,36;-2,52;4,76;8,69;-3,11;-2,62;-0,15;2,33;-5,39;4,85;-4,42;-3,83;0,34;0;4,17;-1,55;8,69;8,35;-2,43;6,07;5,53;6,02;-8,2;-2,77;-7,48;-5,58;-4,37;-8,4;4,85;5,44;-8,5;-8,01;5,49;1,5;-8,93;0,83;-1,31;-1,02;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0,63;99;99;99;99;99;1,36;99;99;99;99;99;99;2,67;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User42;99;99;99;99;8,25;99;2,72;0,53;99;99;-2,96;-7,14;4,51;7,91;6,12;-4,66;2,04;0,83;-0,49;-0,58;5,92;4,17;99;99;4,32;4,9;6,6;2,14;-0,15;99;8,45;-5,05;99;-4,61;8,25;5,78;2,52;-1,31;-2,77;1,02;-1,75;2,57;99;99;-1,75;5,97;0,63;-8,69;6,46;-2,62;1,7;99;9,22;7,18;99;9,27;99;99;99;99;2,57;5;-1,75;99;5,87;7,09;99;3,93;-1,6;99;99;99;99;99;99;99;99;99;99;3,79;99;-7,48;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User43;99;8,3;99;99;6,36;99;-4,51;3,59;99;0,63;6,65;99;8,59;6,41;5,15;-3,69;6,6;-1,46;-3,59;-4,42;8,45;6,7;99;99;99;6,94;9,13;1,41;7,04;99;3,2;5,97;0,68;99;7,52;3,16;99;1,26;99;99;99;7,86;99;99;99;6,17;7,91;7,04;8,2;5,1;99;99;7,48;99;99;2,28;99;99;0,49;-0,78;99;-0,39;0,49;99;9,08;2,09;99;-0,78;0,73;99;-6,36;6,75;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-0,39;99;99;99;99;99;99;5,73;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User44;0,15;-3,2;6,46;2,62;-2,91;-4,37;2,04;2,38;-5,05;-3,01;8,93;1,6;-0,44;2,43;1,89;-1,99;2,14;-4,22;0,39;-0,63;6,89;2,18;-7,33;-7,62;2,96;7,77;2,86;1,46;8,25;-5;-0,24;2,38;6,6;-3,88;8,01;7,33;-4,76;-3,2;-1,6;-5,15;3,2;8,54;-5,34;-7,14;0,78;5,15;0,97;-2,72;5,39;4,27;0,87;0,34;7,28;7,86;-3,59;4,9;-5,24;-8,16;-3,83;-5,97;0,78;-0,53;-0,92;-8,06;2,33;-5,44;-7,86;-3,45;8,79;-3,98;-3,54;1,41;1,41;-2,77;-0,29;4,71;-4,27;-4,47;-5;-3,5;-1,5;0;-4,08;2,96;-8,25;-8,83;-4,66;-6,84;7,33;-6,94;-2,09;-4,51;-2,14;-7,72;-5,15;-5,29;-3,79;-1,99;-4,9;6,7,,,
User45;8,79;5,1;5,49;0,92;5,83;7,91;4,51;5,05;7,86;7,04;7,09;7,04;1,46;8,59;-0,24;3,83;4,37;8,59;4,08;2,33;6,41;5,58;8,83;6,99;6,55;6,8;8,4;8,01;3,16;8,83;5,39;8,93;5,19;6,94;5,29;8,5;6,94;8,98;5,29;5,68;5;3,11;7,91;2,09;7,52;9,13;8,16;6,94;7,14;5,78;5,15;4,22;5,39;8,11;8,88;7,91;0,78;0,83;3,93;6,6;6,46;9,08;8,25;4,13;6,94;5;8,45;8,98;5,05;8,83;3,2;3,2;6,65;1,02;1,75;2,91;3,35;3,54;2,77;2,77;2,77;1,7;3,2;3,2;1,31;3,45;2,48;3,64;7,09;3,64;3,64;3,88;3,83;2,77;0,29;2,77;1,46;-2,77;2,18;-1,21,,
User46;7,33;8,35;5,83;-5,58;5,24;-5,97;-8,16;9,08;6,31;2,43;7,09;7,91;8,5;7,09;8,25;-0,19;-0,63;1,7;-0,39;-6,94;-5;7,14;5,78;-8,5;1,5;-3,06;1,75;-6,8;6,26;-8,16;2,72;-0,15;7,72;2,28;8,2;6,89;-0,58;8,5;-6,26;2,38;5,34;-4,03;-5,15;-8,25;-6,46;6,21;-8,11;-8,74;-3,64;3,83;-3,74;-0,39;-5,49;-0,49;1,75;2,91;-8,79;-9,85;-6,31;2,86;1,41;1,7;-5,39;-2,82;7,52;3,01;-4,81;-9,51;4,13;2,48;99;99;99;99;99;99;99;99;-0,19;-7,91;7,52;-7,82;6,6;-7,67;0,1;-6,26;4,27;8,54;7,52;-7,91;6,75;3,74;4,71;-7,04;2,23;-7,33;5,87;-6,07;-5,34;3,83,,,,,,,,,
User47;8,45;3,35;7,77;2,77;1,8;8,88;8,59;-9,85;-8,45;3,98;8,5;8,06;-9,56;8,54;-9,85;-9,66;2,23;-1,7;4,08;6,5;9,08;8,35;7,38;5,05;8,59;6,12;7,96;8,74;8,79;7,04;8,74;9,22;6,75;5,78;8,88;9,03;8,5;4,71;8,4;8,64;6,99;8,98;8,54;-9,37;8,54;4,85;8,64;8,93;9,08;7,14;8,3;8,88;9,03;8,83;2,04;8,79;-8,74;3,4;8,4;8,11;5,49;9,13;6,84;6,84;6,75;9,32;8,35;8,59;8,98;6,8;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;8,69;99;99;99;99;99;99;7,82;99;7,82;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,
User48;-8,25;-1,17;5,1;-0,44;3,79;5,68;-0,53;-8,3;-7,86;-7,91;-1,6;0,63;-4,32;2,14;-5,49;-0,53;-0,53;-7,28;2,72;-5,44;6,94;3,83;-1,94;-8,98;5,73;3,59;8,11;-9,08;5,24;2,96;6,31;-0,24;-0,68;-3,88;4,08;7,38;-9,66;1,75;5,34;6,17;-8,74;0,73;-9,37;-9,27;-6,75;5,92;0,63;4,47;3,74;3,16;0,63;6,21;7,77;6,12;-8,4;0,19;-5,34;-9,56;-3,88;-9,03;3,3;-4,27;-0,68;-9,27;6,99;1,75;-7,91;4,56;4,9;5;99;99;99;99;99;99;99;99;99;99;99;-9,13;-1,21;-4,03;-3,35;-9,42;4,51;-5,05;7,09;3,25;-1,6;4,95;-8,35;-6,31;-0,24;5,92;-9,13;2,23;0,68;5,39,,,,,,,,,,,,
User49;-5,44;0,68;1,5;3,35;-8,25;3,93;3,3;-1,46;1,46;1,84;3,4;3,2;-1,41;-2,72;-2,48;-9,17;-7,72;-1,7;-6,89;-9,71;1,8;-4,08;-0,44;-3,83;0,73;-5,97;1,99;0,73;3,2;-5,05;4,95;5,83;3,88;0,39;1,41;-4,42;2,04;4,76;-0,15;-5,19;-3,64;0,29;2,23;-6,17;-0,1;2,77;0,78;3,2;2,38;4,81;-7,48;-3,06;1,36;1,02;2,33;1,21;-2,67;-7,91;0,39;4,22;-5,68;0,78;1,65;1,5;-0,1;4,51;0,19;-6,07;4,85;-4,37;99;99;99;-5,63;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User50;-7,82;9,17;-9,08;-9,03;-8,93;6,5;7,77;-9,08;-9,42;-7,96;-5,68;4,22;1,99;8,64;-8,83;-8,11;-9,13;3,45;9,13;4,17;7,23;-8,88;5,34;-8,93;-9,42;3,54;8,54;1,36;8,45;7,96;8,5;5,19;-5,63;-7,62;8,45;8,06;-6,84;-6,26;5,49;-8,93;3,74;8,59;-8,54;-8,54;8,74;-7,33;-7,18;8,35;8,98;8,54;1,07;-0,29;9,13;1,84;-5,05;9,17;-8,98;-9,03;7,04;-5,68;8,16;9,03;8,69;-9,22;-7,48;2,52;-8,69;6,26;8,93;-3,79;5,92;9,03;8,93;5,68;-9,22;-4,32;8,25;7,91;7,96;5,97;-8,93;-3,74;-1,89;3,11;5,78;-9,56;4,08;8,79;9,03;3,54;9,08;2,28;8,59;-6,5;-3,5;3,3;0;-9,27;1,46;8,6,
User51;3,16;5;-1,31;2,33;-7,33;6,8;-4,13;6,26;5,15;2,09;4,51;-0,83;-6,21;1,89;-6,21;0,29;-2,96;-3,93;-3,93;3,5;6,5;2,04;6,6;-7,18;0,15;0,34;1,5;4,03;-6,75;4,9;8,11;8,45;-7,67;-0,15;2,28;5,1;4,42;2,77;1,8;7,38;7,33;3,59;-5,78;-0,58;1,8;-1,07;4,51;4,42;-7,72;4,51;3,35;5,15;8,06;5,87;7,62;5,83;5;-6,75;-6,7;5,53;2,91;1,75;0,78;4,56;6,94;6,65;6,55;3,74;3,4;6,7;1,21;0,39;5,92;1,7;3,93;3,5;3,16;5,15;3,69;6,17;3,64;6,36;6,36;0,78;4,81;1,17;6,5;6,46;3,93;-0,63;6,55;8,98;5,24;3,4;8,54;-6,46;2,62;-7,14;-0,1;6,31,,
User52;99;1,26;99;99;-0,1;99;2,18;1,17;-3,69;3,64;6,07;3,79;0,97;-1,5;1,26;-3,79;-4,13;3,16;2,38;-3,93;5,78;1,99;4,85;99;4,76;-1,21;0,97;3,98;5,68;99;4,81;5;-1,17;2,48;7,72;5,24;99;2,38;-1,55;4,95;2,67;5,73;-4,42;2,33;2,48;-1,12;-1,7;7,52;4,32;3,79;-3,5;3,69;5,68;3,5;0,39;7,18;99;99;1,55;99;6,94;3,16;2,72;-3,3;6,26;1,55;99;5,1;4,71;-2,43;-3,69;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User53;99;99;99;99;1,36;6,5;-1,02;0,87;99;99;99;-6,55;2,09;99;3,83;-2,77;-3,11;3,93;3,79;-7,67;1,36;99;99;99;99;-0,05;99;99;5,63;-1,41;-4,9;8,54;-3,93;99;99;-0,68;99;99;1,8;-2,67;99;2,28;99;99;-7,33;2,72;1,75;4,37;-2,72;3,83;99;99;0,05;99;99;7,33;99;99;99;3,11;3,98;6,36;99;99;1,21;-3,98;99;0,39;-3,93;99;-8,93;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-9,76;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User54;-8,59;-7,86;-7,86;-5,05;-5,39;7,86;-9,08;-8,54;-6,84;-8,59;-8,11;-7,57;-3,64;-8,74;-8,88;-0,19;-5,05;-3,3;-0,87;-8,74;6,89;-7,33;-7,96;-9,17;7,33;-7,43;-0,49;6,12;-7,96;-8,16;6,36;-4,22;-8,74;6,02;4,61;-0,39;-8,69;-8,2;5,53;-8,35;-9,17;6,89;-8,16;2,38;-0,78;-3,64;1,8;-0,49;7,04;5,05;-9,13;2,18;1,36;-7,14;-8,79;7,38;-8,88;-9,13;-8,3;-6,55;-8,5;-9,27;-6,07;-9,17;-6,75;3,79;-7,67;6,55;5,78;6,55;-7,38;7,96;4,13;-8,64;-6,55;5,34;2,82;4,03;-6,46;5,83;4,47;5,63;5,68;5,83;-0,63;4,03;6,02;1,02;4,13;-8,79;-0,44;5,24;5,87;0,05;-8,69;3,5;-8,35;-0,53;-2,52;-0,87
User55;8,11;5,92;99;99;-8,59;99;5,78;3,5;99;0,53;99;99;7,72;99;0,53;-2,28;-4,08;-6,31;-4,56;-6,7;8,35;7,91;-6,5;99;-1,26;-4,51;0,97;-8,83;8,45;99;3,45;3,2;99;9,03;6,02;3,45;99;99;99;99;99;-6,7;99;99;99;0,24;99;0,44;8,3;8,45;99;99;8,35;-3,88;99;3,59;99;99;3,3;99;1,75;-6,12;99;99;5,19;1,31;99;-4,66;8,64;99;99;99;99;5,78;99;99;99;99;-2,38;-6,31;99;99;99;99;99;99;99;99;99;-6,7;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User56;-2,28;5,1;99;99;-2,77;99;2,33;3,16;99;-8,01;5,97;99;-0,39;6,07;-0,24;-7,82;4,56;-8,01;0,97;-2,62;3,88;-0,78;-0,34;99;2,14;99;1,6;-0,39;2,67;99;6,02;-0,97;99;99;-2,82;2,52;-7,33;2,52;2,18;-7,04;99;1,36;2,04;99;0,29;1,8;4,37;-0,44;6,31;0,97;3,98;99;-0,19;-0,73;2,67;3,59;99;99;2,28;99;5,53;-6,65;-4,22;99;3,64;-6,36;99;-4,13;-7,48;99;99;99;99;-2,33;99;99;99;99;99;99;-4,42;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User57;6,21;7,82;-5,92;1,84;-0,49;2,62;7,18;-4,66;-3,2;-9,22;-3,45;1,7;4,37;-2,14;-9,56;5,15;4,61;7,28;5,19;4,22;4,51;1,12;-7,43;-9,66;-1,6;5,68;6,21;-5;3,83;1,21;9,27;6,75;0,49;-3,01;6,17;7,04;3,06;-3,35;-3,69;-0,78;-4,66;3,83;-3,93;-3,59;-3,35;3,69;5,05;4,13;6,6;8,45;-6,21;-2,52;7,14;5,73;2,77;6,17;7,38;-9,37;-3,74;-2,48;6,07;7,67;1,65;-7,91;1,94;4,37;0,34;5,49;7,48;-3,83;-6,5;3,79;-6,84;-6,02;-6,17;-3,79;0,73;1,07;-3,16;1,55;5,68;7,77;2,62;6,84;-6,26;-5,63;-6,65;-2,72;2,86;2,86;-5,83;-3,98;3,3;6,89;-2,48;-3,25;6,31;5,39;2,62;2,57,
User58;6,94;-0,05;99;99;2,33;2,91;2,67;-1,41;99;0,63;-0,87;0,39;-3,64;1,94;-8,4;4,85;-5,78;4,71;0,49;-9,51;-9,03;-0,39;-2,43;99;-2,33;-0,97;-1,17;4,27;-7,52;-0,78;2,04;1,65;99;1,84;7,04;3,98;99;-1,7;-1,6;-0,49;0,53;-4,85;-9,61;99;-0,68;4,71;-5,29;1,12;2,96;6,55;2,77;0,68;0,83;-0,39;0,73;0,73;99;99;1,5;8,98;1,5;3,35;-0,49;-0,63;1,84;1,31;0;2,09;1,41;2,57;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-1,21;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User59;-7,43;-8,74;-7,82;-7,62;-8,74;-8,59;-7,86;0;-8,2;5,97;-9,27;7,28;-9,66;-8,74;-8,35;-0,63;6,89;0,29;-8,35;6,46;-8,01;6,84;-8,79;-8,5;-9,47;-8,06;5,78;7,77;0,34;-8,69;-8,69;7,43;-8,88;6,65;-8,83;6,02;-8,79;-8,01;-8,3;-8,25;-8,01;-8,25;-8,01;-9,08;-7,43;7,09;-9,27;-7,52;-1,17;6,36;-8,54;-7,62;6,94;-0,87;6,8;-2,33;-8,93;-9,37;-9,13;-6,12;-9,32;-8,64;-8,25;-7,77;-8,5;6,12;-9,37;-0,24;-8,11;-8,88;-8,01;-8,2;-8,69;-9,42;7,77;-8,83;-9,47;6,5;-1,17;-9,51;-8,4;-8,88;-8,93;-9,22;-9,51;-0,19;6,41;-8,16;6,46;-8,35;-8,64;-8,64;-8,2;-8,01;-8,88;-7,77;-1,17;-8,74;-8,79;-8,93,
User60;99;-6,02;99;99;2,62;7,82;6,7;-0,78;-7,04;-0,58;4,13;9,03;-6,31;7,86;-6,94;-5,29;2,67;2,57;5,97;-0,78;9,03;9,03;-6,02;99;-3,69;8,01;8,01;5,73;4,71;99;8,69;2,33;-8,59;9,22;8,59;8,64;99;-4,81;8,45;-1,02;-8,25;9,03;6,84;-9,27;-4,22;-4,61;1,7;-5;8,79;9,03;3,69;99;8,93;-4,42;8,54;9,08;99;99;-6,94;-8,25;8,3;8,64;3,35;-5,49;9,03;9,37;8,35;8,88;9,08;5,58;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-3,5;8,35;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User61;4,56;6,17;1,12;2,96;0,63;2,09;1,65;8,06;8,45;8,93;3,35;3,59;-1,21;6,12;2,91;5,97;-2,33;7,33;-4,71;5,34;7,09;8,83;8,5;6,17;3,4;2,04;8,25;3,54;6,65;4,22;4,71;7,67;0,97;5,19;1,26;6,89;5,34;8,54;4,66;1,31;7,33;6,31;8,69;5,15;-1,36;4,27;2,82;2,09;4,47;8,74;2,28;4,22;8,01;8,06;6,89;5,87;8,01;3,74;4,66;7,57;4,76;7,86;5,29;0,63;4,85;6,65;8,4;2,57;4,37;6,65;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User62;1,26;1,12;-1,89;-3,98;-4,17;1,99;1,84;1,17;2,43;4,47;4,95;3,64;2,77;4,17;3,4;-5,24;5,29;-2,09;-2,09;0,24;1,21;-1,07;-5,34;-6,46;3,83;3,79;5,73;4,95;5,92;-6,99;1,46;2,72;0,73;5,97;4,22;5,39;-0,97;8,01;3,79;-2,57;4,08;3,69;-2,77;-1,8;4,81;4,37;3,16;-0,92;6,55;8,45;1,12;3,2;6,55;2,57;4,51;4,61;-2,62;-6,65;2,09;-1,84;4,03;6,94;3,64;-0,92;3,35;-0,92;-3,59;-1,55;3,83;6,36;-6,07;5,68;-5,97;-0,73;-5,63;-3,64;-5,1;2,48;3,06;-2,82;-4,13;4,22;1,65;3,74;-6,46;-6,41;-5,63;4,08;3,45;-7,91;-8,01;0,63;2,62;-8,59;-3,3;3,3;2,28;5,15;3,88;2,77
